TXEMPBIT;ANNEE5;SEXE;DDIPL;AGEREG
49.8;1982;H;1;T15
69.3;1983;H;1;T15
66.9;1984;H;1;T15
51.3;1985;H;1;T15
61.7;1986;H;1;T15
73.2;1987;H;1;T15
63.1;1988;H;1;T15
51.5;1989;H;1;T15
46.8;1990;H;1;T15
42.6;1991;H;1;T15
48.3;1992;H;1;T15
41.1;1993;H;1;T15
41.1;1994;H;1;T15
39.6;1995;H;1;T15
40.2;1996;H;1;T15
39.6;1997;H;1;T15
36.7;1998;H;1;T15
39.4;1999;H;1;T15
36.6;2000;H;1;T15
39.2;2001;H;1;T15
36.4;2002;H;1;T15
39.1;2003;H;1;T15
37.3;2004;H;1;T15
39.4;2005;H;1;T15
41.7;2006;H;1;T15
41.5;2007;H;1;T15
44.4;2008;H;1;T15
41.8;2009;H;1;T15
48.5;2010;H;1;T15
49.4;2011;H;1;T15
49.0;2012;H;1;T15
46.9;2013;H;1;T15
49.6;2014;H;1;T15
52.4;2015;H;1;T15
48.0;2016;H;1;T15
54.9;2017;H;1;T15
58.5;2018;H;1;T15
55.2;2019;H;1;T15
50.7;2020;H;1;T15
46.4;1982;H;3;T15
48.5;1983;H;3;T15
54.3;1984;H;3;T15
61.1;1985;H;3;T15
42.3;1986;H;3;T15
50.8;1987;H;3;T15
44.9;1988;H;3;T15
52.6;1989;H;3;T15
50.3;1990;H;3;T15
47.8;1991;H;3;T15
47.9;1992;H;3;T15
47.1;1993;H;3;T15
39.9;1994;H;3;T15
40.4;1995;H;3;T15
41.5;1996;H;3;T15
41.8;1997;H;3;T15
42.0;1998;H;3;T15
43.2;1999;H;3;T15
43.9;2000;H;3;T15
44.8;2001;H;3;T15
48.4;2002;H;3;T15
50.8;2003;H;3;T15
51.8;2004;H;3;T15
52.4;2005;H;3;T15
53.3;2006;H;3;T15
56.2;2007;H;3;T15
56.5;2008;H;3;T15
60.9;2009;H;3;T15
59.0;2010;H;3;T15
57.4;2011;H;3;T15
58.3;2012;H;3;T15
59.7;2013;H;3;T15
57.6;2014;H;3;T15
60.7;2015;H;3;T15
62.6;2016;H;3;T15
65.3;2017;H;3;T15
67.0;2018;H;3;T15
66.1;2019;H;3;T15
62.5;2020;H;3;T15
49.6;1982;H;4;T15
48.5;1983;H;4;T15
45.7;1984;H;4;T15
44.7;1985;H;4;T15
44.8;1986;H;4;T15
45.6;1987;H;4;T15
42.6;1988;H;4;T15
33.1;1989;H;4;T15
31.6;1990;H;4;T15
28.5;1991;H;4;T15
31.1;1992;H;4;T15
30.8;1993;H;4;T15
29.2;1994;H;4;T15
31.0;1995;H;4;T15
32.9;1996;H;4;T15
32.3;1997;H;4;T15
32.8;1998;H;4;T15
35.1;1999;H;4;T15
38.6;2000;H;4;T15
37.9;2001;H;4;T15
36.8;2002;H;4;T15
36.6;2003;H;4;T15
34.4;2004;H;4;T15
34.1;2005;H;4;T15
34.1;2006;H;4;T15
32.3;2007;H;4;T15
35.1;2008;H;4;T15
33.2;2009;H;4;T15
32.8;2010;H;4;T15
33.0;2011;H;4;T15
31.6;2012;H;4;T15
32.5;2013;H;4;T15
32.4;2014;H;4;T15
34.4;2015;H;4;T15
33.8;2016;H;4;T15
35.3;2017;H;4;T15
37.0;2018;H;4;T15
36.3;2019;H;4;T15
34.0;2020;H;4;T15
78.3;1982;H;5;T15
79.3;1983;H;5;T15
76.6;1984;H;5;T15
73.7;1985;H;5;T15
75.5;1986;H;5;T15
74.1;1987;H;5;T15
72.6;1988;H;5;T15
76.8;1989;H;5;T15
74.9;1990;H;5;T15
72.1;1991;H;5;T15
69.2;1992;H;5;T15
64.8;1993;H;5;T15
62.6;1994;H;5;T15
63.5;1995;H;5;T15
60.8;1996;H;5;T15
59.1;1997;H;5;T15
58.6;1998;H;5;T15
59.2;1999;H;5;T15
63.9;2000;H;5;T15
65.0;2001;H;5;T15
64.9;2002;H;5;T15
63.1;2003;H;5;T15
63.6;2004;H;5;T15
60.9;2005;H;5;T15
61.2;2006;H;5;T15
63.7;2007;H;5;T15
62.0;2008;H;5;T15
57.7;2009;H;5;T15
61.2;2010;H;5;T15
60.7;2011;H;5;T15
59.7;2012;H;5;T15
56.8;2013;H;5;T15
56.7;2014;H;5;T15
55.0;2015;H;5;T15
57.0;2016;H;5;T15
57.1;2017;H;5;T15
59.7;2018;H;5;T15
57.7;2019;H;5;T15
57.4;2020;H;5;T15
33.9;1982;H;6;T15
33.5;1983;H;6;T15
26.2;1984;H;6;T15
28.1;1985;H;6;T15
25.8;1986;H;6;T15
24.9;1987;H;6;T15
21.9;1988;H;6;T15
20.8;1989;H;6;T15
18.8;1990;H;6;T15
18.0;1991;H;6;T15
16.6;1992;H;6;T15
15.7;1993;H;6;T15
14.5;1994;H;6;T15
14.5;1995;H;6;T15
14.6;1996;H;6;T15
15.0;1997;H;6;T15
15.1;1998;H;6;T15
14.4;1999;H;6;T15
16.5;2000;H;6;T15
15.4;2001;H;6;T15
15.7;2002;H;6;T15
14.9;2003;H;6;T15
14.3;2004;H;6;T15
14.4;2005;H;6;T15
13.1;2006;H;6;T15
15.8;2007;H;6;T15
15.7;2008;H;6;T15
13.9;2009;H;6;T15
13.5;2010;H;6;T15
13.0;2011;H;6;T15
12.8;2012;H;6;T15
12.4;2013;H;6;T15
9.8;2014;H;6;T15
9.3;2015;H;6;T15
9.5;2016;H;6;T15
9.7;2017;H;6;T15
9.0;2018;H;6;T15
8.9;2019;H;6;T15
9.4;2020;H;6;T15
43.7;1982;H;7;T15
40.0;1983;H;7;T15
36.5;1984;H;7;T15
34.9;1985;H;7;T15
35.6;1986;H;7;T15
34.1;1987;H;7;T15
33.1;1988;H;7;T15
34.4;1989;H;7;T15
33.3;1990;H;7;T15
32.1;1991;H;7;T15
30.9;1992;H;7;T15
27.0;1993;H;7;T15
26.8;1994;H;7;T15
27.3;1995;H;7;T15
25.7;1996;H;7;T15
22.5;1997;H;7;T15
23.2;1998;H;7;T15
22.8;1999;H;7;T15
22.6;2000;H;7;T15
23.3;2001;H;7;T15
23.3;2002;H;7;T15
23.9;2003;H;7;T15
24.2;2004;H;7;T15
25.9;2005;H;7;T15
26.1;2006;H;7;T15
27.5;2007;H;7;T15
24.1;2008;H;7;T15
22.5;2009;H;7;T15
24.9;2010;H;7;T15
23.5;2011;H;7;T15
20.4;2012;H;7;T15
21.4;2013;H;7;T15
18.2;2014;H;7;T15
17.5;2015;H;7;T15
18.0;2016;H;7;T15
17.6;2017;H;7;T15
20.4;2018;H;7;T15
19.5;2019;H;7;T15
20.8;2020;H;7;T15
51.2;1982;H;T;T15
50.0;1983;H;T;T15
46.2;1984;H;T;T15
45.5;1985;H;T;T15
45.4;1986;H;T;T15
44.7;1987;H;T;T15
42.7;1988;H;T;T15
42.5;1989;H;T;T15
40.6;1990;H;T;T15
38.4;1991;H;T;T15
37.5;1992;H;T;T15
34.4;1993;H;T;T15
32.6;1994;H;T;T15
32.9;1995;H;T;T15
32.4;1996;H;T;T15
30.9;1997;H;T;T15
31.0;1998;H;T;T15
31.7;1999;H;T;T15
33.9;2000;H;T;T15
34.1;2001;H;T;T15
34.1;2002;H;T;T15
34.1;2003;H;T;T15
33.5;2004;H;T;T15
33.4;2005;H;T;T15
32.9;2006;H;T;T15
33.7;2007;H;T;T15
33.9;2008;H;T;T15
32.1;2009;H;T;T15
32.7;2010;H;T;T15
32.0;2011;H;T;T15
30.5;2012;H;T;T15
30.7;2013;H;T;T15
29.7;2014;H;T;T15
30.0;2015;H;T;T15
29.9;2016;H;T;T15
31.0;2017;H;T;T15
32.2;2018;H;T;T15
31.4;2019;H;T;T15
30.4;2020;H;T;T15
93.8;1982;H;1;T25
93.3;1983;H;1;T25
94.2;1984;H;1;T25
91.4;1985;H;1;T25
94.1;1986;H;1;T25
93.8;1987;H;1;T25
93.6;1988;H;1;T25
94.2;1989;H;1;T25
93.7;1990;H;1;T25
93.0;1991;H;1;T25
91.3;1992;H;1;T25
89.8;1993;H;1;T25
89.2;1994;H;1;T25
89.2;1995;H;1;T25
89.3;1996;H;1;T25
88.0;1997;H;1;T25
88.4;1998;H;1;T25
88.4;1999;H;1;T25
90.0;2000;H;1;T25
90.6;2001;H;1;T25
89.5;2002;H;1;T25
88.9;2003;H;1;T25
88.9;2004;H;1;T25
89.6;2005;H;1;T25
90.6;2006;H;1;T25
91.5;2007;H;1;T25
92.2;2008;H;1;T25
90.9;2009;H;1;T25
91.9;2010;H;1;T25
91.4;2011;H;1;T25
91.0;2012;H;1;T25
90.4;2013;H;1;T25
90.3;2014;H;1;T25
89.6;2015;H;1;T25
91.4;2016;H;1;T25
91.5;2017;H;1;T25
89.8;2018;H;1;T25
90.8;2019;H;1;T25
90.2;2020;H;1;T25
95.3;1982;H;3;T25
95.8;1983;H;3;T25
95.1;1984;H;3;T25
96.4;1985;H;3;T25
95.6;1986;H;3;T25
94.7;1987;H;3;T25
95.3;1988;H;3;T25
95.5;1989;H;3;T25
95.5;1990;H;3;T25
95.3;1991;H;3;T25
94.1;1992;H;3;T25
92.1;1993;H;3;T25
92.6;1994;H;3;T25
92.8;1995;H;3;T25
93.5;1996;H;3;T25
91.3;1997;H;3;T25
92.5;1998;H;3;T25
91.9;1999;H;3;T25
93.2;2000;H;3;T25
93.5;2001;H;3;T25
93.7;2002;H;3;T25
93.1;2003;H;3;T25
92.5;2004;H;3;T25
93.0;2005;H;3;T25
93.9;2006;H;3;T25
93.3;2007;H;3;T25
95.0;2008;H;3;T25
93.1;2009;H;3;T25
92.7;2010;H;3;T25
93.0;2011;H;3;T25
92.0;2012;H;3;T25
91.8;2013;H;3;T25
91.3;2014;H;3;T25
90.7;2015;H;3;T25
92.7;2016;H;3;T25
93.2;2017;H;3;T25
92.5;2018;H;3;T25
92.1;2019;H;3;T25
91.4;2020;H;3;T25
93.4;1982;H;4;T25
94.3;1983;H;4;T25
93.7;1984;H;4;T25
91.9;1985;H;4;T25
91.5;1986;H;4;T25
92.6;1987;H;4;T25
92.6;1988;H;4;T25
93.2;1989;H;4;T25
93.1;1990;H;4;T25
93.6;1991;H;4;T25
92.4;1992;H;4;T25
91.4;1993;H;4;T25
90.7;1994;H;4;T25
91.0;1995;H;4;T25
89.6;1996;H;4;T25
89.2;1997;H;4;T25
89.7;1998;H;4;T25
89.8;1999;H;4;T25
91.0;2000;H;4;T25
91.6;2001;H;4;T25
90.9;2002;H;4;T25
90.2;2003;H;4;T25
91.3;2004;H;4;T25
89.9;2005;H;4;T25
90.4;2006;H;4;T25
90.8;2007;H;4;T25
91.0;2008;H;4;T25
89.6;2009;H;4;T25
89.5;2010;H;4;T25
88.8;2011;H;4;T25
87.4;2012;H;4;T25
86.7;2013;H;4;T25
87.0;2014;H;4;T25
86.3;2015;H;4;T25
86.6;2016;H;4;T25
87.6;2017;H;4;T25
88.1;2018;H;4;T25
87.6;2019;H;4;T25
86.6;2020;H;4;T25
95.4;1982;H;5;T25
95.1;1983;H;5;T25
93.9;1984;H;5;T25
92.9;1985;H;5;T25
92.7;1986;H;5;T25
92.4;1987;H;5;T25
92.8;1988;H;5;T25
93.4;1989;H;5;T25
93.5;1990;H;5;T25
92.9;1991;H;5;T25
92.0;1992;H;5;T25
90.7;1993;H;5;T25
90.1;1994;H;5;T25
90.6;1995;H;5;T25
90.0;1996;H;5;T25
90.0;1997;H;5;T25
90.4;1998;H;5;T25
90.7;1999;H;5;T25
91.5;2000;H;5;T25
91.9;2001;H;5;T25
91.8;2002;H;5;T25
91.2;2003;H;5;T25
90.7;2004;H;5;T25
90.8;2005;H;5;T25
90.4;2006;H;5;T25
90.6;2007;H;5;T25
91.3;2008;H;5;T25
89.4;2009;H;5;T25
88.9;2010;H;5;T25
88.0;2011;H;5;T25
86.4;2012;H;5;T25
84.5;2013;H;5;T25
82.9;2014;H;5;T25
82.9;2015;H;5;T25
82.4;2016;H;5;T25
83.2;2017;H;5;T25
83.3;2018;H;5;T25
83.8;2019;H;5;T25
83.4;2020;H;5;T25
96.3;1982;H;6;T25
96.2;1983;H;6;T25
94.9;1984;H;6;T25
95.4;1985;H;6;T25
94.9;1986;H;6;T25
95.0;1987;H;6;T25
95.5;1988;H;6;T25
94.8;1989;H;6;T25
94.8;1990;H;6;T25
94.1;1991;H;6;T25
93.1;1992;H;6;T25
90.9;1993;H;6;T25
91.2;1994;H;6;T25
90.2;1995;H;6;T25
90.4;1996;H;6;T25
88.6;1997;H;6;T25
88.8;1998;H;6;T25
88.8;1999;H;6;T25
89.4;2000;H;6;T25
89.4;2001;H;6;T25
89.0;2002;H;6;T25
87.7;2003;H;6;T25
88.1;2004;H;6;T25
86.6;2005;H;6;T25
86.8;2006;H;6;T25
87.1;2007;H;6;T25
88.5;2008;H;6;T25
85.2;2009;H;6;T25
81.5;2010;H;6;T25
82.1;2011;H;6;T25
79.6;2012;H;6;T25
77.6;2013;H;6;T25
78.3;2014;H;6;T25
77.0;2015;H;6;T25
77.9;2016;H;6;T25
78.0;2017;H;6;T25
77.3;2018;H;6;T25
76.3;2019;H;6;T25
79.3;2020;H;6;T25
90.9;1982;H;7;T25
90.5;1983;H;7;T25
88.8;1984;H;7;T25
88.7;1985;H;7;T25
87.6;1986;H;7;T25
87.3;1987;H;7;T25
86.5;1988;H;7;T25
86.5;1989;H;7;T25
86.0;1990;H;7;T25
85.5;1991;H;7;T25
84.1;1992;H;7;T25
82.3;1993;H;7;T25
81.0;1994;H;7;T25
81.7;1995;H;7;T25
81.3;1996;H;7;T25
80.6;1997;H;7;T25
80.0;1998;H;7;T25
79.6;1999;H;7;T25
80.9;2000;H;7;T25
81.0;2001;H;7;T25
79.8;2002;H;7;T25
78.0;2003;H;7;T25
77.3;2004;H;7;T25
77.0;2005;H;7;T25
76.3;2006;H;7;T25
76.1;2007;H;7;T25
77.5;2008;H;7;T25
74.5;2009;H;7;T25
73.3;2010;H;7;T25
72.6;2011;H;7;T25
72.1;2012;H;7;T25
68.4;2013;H;7;T25
68.1;2014;H;7;T25
66.7;2015;H;7;T25
65.3;2016;H;7;T25
67.2;2017;H;7;T25
68.4;2018;H;7;T25
68.0;2019;H;7;T25
66.7;2020;H;7;T25
93.1;1982;H;T;T25
92.9;1983;H;T;T25
91.9;1984;H;T;T25
91.3;1985;H;T;T25
91.0;1986;H;T;T25
90.9;1987;H;T;T25
90.9;1988;H;T;T25
91.3;1989;H;T;T25
91.2;1990;H;T;T25
90.8;1991;H;T;T25
89.6;1992;H;T;T25
88.2;1993;H;T;T25
87.6;1994;H;T;T25
88.1;1995;H;T;T25
87.7;1996;H;T;T25
87.1;1997;H;T;T25
87.4;1998;H;T;T25
87.5;1999;H;T;T25
88.6;2000;H;T;T25
89.1;2001;H;T;T25
88.6;2002;H;T;T25
87.8;2003;H;T;T25
87.7;2004;H;T;T25
87.6;2005;H;T;T25
87.9;2006;H;T;T25
88.2;2007;H;T;T25
89.2;2008;H;T;T25
87.4;2009;H;T;T25
86.9;2010;H;T;T25
86.5;2011;H;T;T25
85.5;2012;H;T;T25
84.4;2013;H;T;T25
84.3;2014;H;T;T25
83.8;2015;H;T;T25
84.5;2016;H;T;T25
85.3;2017;H;T;T25
85.3;2018;H;T;T25
85.5;2019;H;T;T25
85.1;2020;H;T;T25
55.7;1982;H;1;T50
56.8;1983;H;1;T50
54.3;1984;H;1;T50
52.6;1985;H;1;T50
51.0;1986;H;1;T50
51.1;1987;H;1;T50
52.3;1988;H;1;T50
51.4;1989;H;1;T50
52.0;1990;H;1;T50
52.5;1991;H;1;T50
53.0;1992;H;1;T50
52.2;1993;H;1;T50
51.2;1994;H;1;T50
50.6;1995;H;1;T50
54.1;1996;H;1;T50
53.4;1997;H;1;T50
52.3;1998;H;1;T50
53.0;1999;H;1;T50
54.3;2000;H;1;T50
55.2;2001;H;1;T50
56.2;2002;H;1;T50
55.6;2003;H;1;T50
53.8;2004;H;1;T50
54.5;2005;H;1;T50
50.6;2006;H;1;T50
51.5;2007;H;1;T50
51.5;2008;H;1;T50
50.9;2009;H;1;T50
50.7;2010;H;1;T50
50.5;2011;H;1;T50
52.6;2012;H;1;T50
50.2;2013;H;1;T50
47.9;2014;H;1;T50
50.3;2015;H;1;T50
49.3;2016;H;1;T50
48.9;2017;H;1;T50
49.9;2018;H;1;T50
49.6;2019;H;1;T50
50.6;2020;H;1;T50
57.0;1982;H;3;T50
52.4;1983;H;3;T50
50.9;1984;H;3;T50
52.0;1985;H;3;T50
51.9;1986;H;3;T50
48.3;1987;H;3;T50
51.8;1988;H;3;T50
54.4;1989;H;3;T50
55.4;1990;H;3;T50
52.2;1991;H;3;T50
51.5;1992;H;3;T50
52.3;1993;H;3;T50
51.7;1994;H;3;T50
55.5;1995;H;3;T50
56.1;1996;H;3;T50
55.9;1997;H;3;T50
54.6;1998;H;3;T50
56.3;1999;H;3;T50
54.3;2000;H;3;T50
57.2;2001;H;3;T50
59.5;2002;H;3;T50
60.1;2003;H;3;T50
59.6;2004;H;3;T50
56.6;2005;H;3;T50
54.6;2006;H;3;T50
54.1;2007;H;3;T50
52.7;2008;H;3;T50
52.5;2009;H;3;T50
53.5;2010;H;3;T50
55.9;2011;H;3;T50
57.4;2012;H;3;T50
54.7;2013;H;3;T50
52.5;2014;H;3;T50
53.6;2015;H;3;T50
52.1;2016;H;3;T50
49.9;2017;H;3;T50
51.7;2018;H;3;T50
51.5;2019;H;3;T50
50.8;2020;H;3;T50
49.8;1982;H;4;T50
47.2;1983;H;4;T50
44.6;1984;H;4;T50
43.3;1985;H;4;T50
42.7;1986;H;4;T50
40.7;1987;H;4;T50
38.0;1988;H;4;T50
39.7;1989;H;4;T50
38.2;1990;H;4;T50
36.8;1991;H;4;T50
36.0;1992;H;4;T50
35.1;1993;H;4;T50
34.9;1994;H;4;T50
34.7;1995;H;4;T50
35.9;1996;H;4;T50
36.9;1997;H;4;T50
36.5;1998;H;4;T50
37.4;1999;H;4;T50
37.9;2000;H;4;T50
38.6;2001;H;4;T50
37.3;2002;H;4;T50
38.0;2003;H;4;T50
39.7;2004;H;4;T50
40.0;2005;H;4;T50
39.4;2006;H;4;T50
40.7;2007;H;4;T50
41.5;2008;H;4;T50
40.7;2009;H;4;T50
40.5;2010;H;4;T50
41.4;2011;H;4;T50
41.3;2012;H;4;T50
41.9;2013;H;4;T50
41.5;2014;H;4;T50
40.6;2015;H;4;T50
39.8;2016;H;4;T50
39.4;2017;H;4;T50
41.0;2018;H;4;T50
41.6;2019;H;4;T50
40.0;2020;H;4;T50
56.5;1982;H;5;T50
53.9;1983;H;5;T50
53.3;1984;H;5;T50
52.0;1985;H;5;T50
50.4;1986;H;5;T50
51.1;1987;H;5;T50
49.8;1988;H;5;T50
48.8;1989;H;5;T50
47.5;1990;H;5;T50
46.0;1991;H;5;T50
44.5;1992;H;5;T50
43.3;1993;H;5;T50
42.8;1994;H;5;T50
41.8;1995;H;5;T50
40.6;1996;H;5;T50
41.8;1997;H;5;T50
42.2;1998;H;5;T50
42.6;1999;H;5;T50
42.1;2000;H;5;T50
42.6;2001;H;5;T50
43.8;2002;H;5;T50
44.2;2003;H;5;T50
44.6;2004;H;5;T50
44.2;2005;H;5;T50
43.5;2006;H;5;T50
42.5;2007;H;5;T50
41.1;2008;H;5;T50
40.9;2009;H;5;T50
41.0;2010;H;5;T50
41.3;2011;H;5;T50
41.4;2012;H;5;T50
41.0;2013;H;5;T50
41.1;2014;H;5;T50
40.4;2015;H;5;T50
40.2;2016;H;5;T50
39.9;2017;H;5;T50
38.9;2018;H;5;T50
38.6;2019;H;5;T50
37.2;2020;H;5;T50
42.3;1982;H;6;T50
38.0;1983;H;6;T50
36.8;1984;H;6;T50
36.5;1985;H;6;T50
35.9;1986;H;6;T50
33.3;1987;H;6;T50
33.2;1988;H;6;T50
33.3;1989;H;6;T50
33.2;1990;H;6;T50
31.2;1991;H;6;T50
31.5;1992;H;6;T50
31.4;1993;H;6;T50
31.5;1994;H;6;T50
32.0;1995;H;6;T50
32.6;1996;H;6;T50
32.8;1997;H;6;T50
33.0;1998;H;6;T50
34.3;1999;H;6;T50
37.2;2000;H;6;T50
38.0;2001;H;6;T50
38.7;2002;H;6;T50
38.8;2003;H;6;T50
36.2;2004;H;6;T50
38.7;2005;H;6;T50
39.1;2006;H;6;T50
38.9;2007;H;6;T50
38.3;2008;H;6;T50
38.2;2009;H;6;T50
38.7;2010;H;6;T50
38.4;2011;H;6;T50
38.5;2012;H;6;T50
39.1;2013;H;6;T50
36.2;2014;H;6;T50
34.7;2015;H;6;T50
34.6;2016;H;6;T50
34.0;2017;H;6;T50
32.4;2018;H;6;T50
31.4;2019;H;6;T50
32.5;2020;H;6;T50
38.9;1982;H;7;T50
36.4;1983;H;7;T50
35.1;1984;H;7;T50
33.9;1985;H;7;T50
32.9;1986;H;7;T50
30.8;1987;H;7;T50
30.3;1988;H;7;T50
29.2;1989;H;7;T50
28.1;1990;H;7;T50
26.2;1991;H;7;T50
24.8;1992;H;7;T50
23.5;1993;H;7;T50
22.1;1994;H;7;T50
21.3;1995;H;7;T50
21.4;1996;H;7;T50
20.9;1997;H;7;T50
20.9;1998;H;7;T50
20.9;1999;H;7;T50
21.5;2000;H;7;T50
21.7;2001;H;7;T50
22.2;2002;H;7;T50
22.1;2003;H;7;T50
21.7;2004;H;7;T50
20.8;2005;H;7;T50
20.8;2006;H;7;T50
20.5;2007;H;7;T50
20.4;2008;H;7;T50
21.0;2009;H;7;T50
20.8;2010;H;7;T50
20.7;2011;H;7;T50
21.5;2012;H;7;T50
20.7;2013;H;7;T50
19.6;2014;H;7;T50
19.4;2015;H;7;T50
19.5;2016;H;7;T50
20.8;2017;H;7;T50
21.0;2018;H;7;T50
20.8;2019;H;7;T50
20.6;2020;H;7;T50
42.3;1982;H;T;T50
40.0;1983;H;T;T50
38.6;1984;H;T;T50
37.6;1985;H;T;T50
36.7;1986;H;T;T50
35.2;1987;H;T;T50
34.7;1988;H;T;T50
34.1;1989;H;T;T50
33.3;1990;H;T;T50
31.9;1991;H;T;T50
31.0;1992;H;T;T50
30.3;1993;H;T;T50
29.5;1994;H;T;T50
29.1;1995;H;T;T50
29.7;1996;H;T;T50
